"Article ID",Title,Author,"Publication Year",Abstract,Source,Link,Keywords,"Review Question",1.1,2.1,3.1,3.2,4.1,4.2,4.3,5.1,5.2,6.1,6.2,6.3,7.1,7.2,7.3,8.1,"Review Type"
127294,"Impact of Land-Use Changes on Soil Properties and Carbon Pools in India: A Meta-analysis","Padbhushan, R; Kumar, U; Sharma, S; Rana, DS; Kumar, R; Kohli, A; Kumari, P; Parmar, B; Kaviraj, M; Sinha, AK; Annapurna, K; Gupta, VVSR",2022,"Land-use changes (LUC), primarily due to deforestation and soil disturbance, are one of the major causes of soil quality degradation and greenhouse gas emissions. Effects of LUC on soil physicochemical properties and changes in soil quality and land use management strategies that can effectively restore soil carbon and microbial biomass levels have been reported from all over the world, but the impact analysis of such practices in the Indian context is limited. In this study, over 1,786 paired datasets (for meta-analysis) on land uses (LUs) were collected from Indian literature (1990-2019) to determine the magnitude of the influence of LUC on soil carbon, microbial biomass, and other physical and chemical properties at three soil depths. Meta-analysis results showed that grasslands (36.1%) lost the most soil organic carbon (SOC) compared to native forest lands, followed by plantation lands (35.5%), cultivated lands (31.1%), barren lands (27.3%), and horticulture lands (11.5%). Our findings also revealed that, when compared to forest land, the microbial quotient was lower in other LUs. Due to the depletion of SOC stock, carbon dioxide equivalent (CO2 eq) emissions were significantly higher in all LUs than in forest land. Results also showed that due to the conversion of forest land to cultivated land, total carbon, labile carbon, non-labile carbon, microbial biomass carbon, and SOC stocks were lost by 21%, 25%, 32%, 26%, and 41.2%, respectively. Changes in soil carbon pools and properties were more pronounced in surface (0-15 cm) soils than in subsurface soils (15-30 cm and 30-45 cm). Restoration of the SOC stocks from different LUs ranged from a minimum of 2% (grasslands) to a maximum of 48% (plantation lands). Overall, this study showed that soil carbon pools decreased as LUC transitioned from native forestland to other LUs, and it is suggested that adopting crop-production systems that can reduce CO2 emissions from the intensive LUs such as the ones evaluated here could contribute to improvements in soil quality and mitigation of climate change impacts, particularly under Indian agro-climatic conditions.","FRONTIERS IN ENVIRONMENTAL SCIENCE","<a href='https://dx.doi.org/10.3389/fenvs.2021.794866' target='_blank'>10.3389/fenvs.2021.794866</a>",,"What is the impact of land-use change on soil properties and carbon pools in India?",3,1,1,1,2,1,1,1,1,2,2,1,3,2,1,1,"Evidence Review"
127296,"Mitigating soil greenhouse-gas emissions from land-use change in tropical peatlands","Lam, SK; Goodrich, JP; Liang, X; Zhang, YJ; Pan, BB; Schipper, LA; Sulaeman, Y; Nelson, L; Chen, DL",2022,"Conversion of tropical peat swamp forests to meet the demand for industrial plantations and agricultural production systems has triggered rapid and substantial carbon loss in the Asia-Pacific region. Various management practices have been designed to reduce carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) emissions from tropical peat soils after changes in land use. We conducted a meta-analysis using 506 paired observations on greenhouse-gas (GHG) emissions from peat soils under different land uses and the effects of management practices on emissions. As compared to peat swamp forest, other land uses had higher emissions of CO2 (heterotrophic respiration) and N2O from soils, whereas soil-based CH4 emissions were also increased but not significantly so. Raising the water table decreased CO2 emissions but increased N2O emissions; reducing nitrogen fertilizer inputs led to decreased CO2 and N2O emissions in oil-palm (Elaeis spp) plantations and cropping systems; and shading and growing cover crops decreased CO2 emissions. Practices such as these are needed for careful management of tropical peatlands, and additional measurements at appropriate spatial and temporal scales are required to guide future GHG mitigation strategies in tropical peatlands.","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","<a href='https://dx.doi.org/10.1002/fee.2497' target='_blank'>10.1002/fee.2497</a>","PEAT SWAMP FOREST; CARBON-DIOXIDE; CENTRAL KALIMANTAN; INDONESIA; BALANCE; METHANE; FLUXES; CO2; PLANTATIONS; MANAGEMENT","What are the impacts of land-use and management practices on tropical peatlands' greenhouse gas emissions?",3,1,2,2,2,1,2,1,1,2,1,1,3,2,2,1,"Evidence Review"
127297,"Back to the Future: Restoring Northern Drained Forested Peatlands for Climate Change Mitigation","Escobar, D; Belyazid, S; Manzoni, S",2022,"Draining peatlands for forestry in the northern hemisphere turns their soils from carbon sinks to substantial sources of greenhouse gases (GHGs). To reverse this trend, rewetting has been proposed as a climate change mitigation strategy. We performed a literature review to assess the empirical evidence supporting the hypothesis that rewetting drained forested peatlands can turn them back into carbon sinks. We also used causal loop diagrams (CLDs) to synthesize the current knowledge of how water table management affects GHG emissions in organic soils. We found an increasing number of studies from the last decade comparing GHG emissions from rewetted, previously forested peatlands, with forested or pristine peatlands. However, comparative field studies usually report relatively short time series following rewetting experiments (e.g., 3 years of measurements and around 10 years after rewetting). Empirical evidence shows that rewetting leads to lower GHG emissions from soils. However, reports of carbon sinks in rewetted systems are scarce in the reviewed literature. Moreover, CH4 emissions in rewetted peatlands are commonly reported to be higher than in pristine peatlands. Long-term water table changes associated with rewetting lead to a cascade of effects in different processes regulating GHG emissions. The water table level affects litterfall quantity and quality by altering the plant community; it also affects organic matter breakdown rates, carbon and nitrogen mineralization pathways and rates, as well as gas transport mechanisms. Finally, we conceptualized three phases of restoration following the rewetting of previously drained and forested peatlands, we described the time dependent responses of soil, vegetation and GHG emissions to rewetting, concluding that while short-term gains in the GHG balance can be minimal, the long-term potential of restoring drained peatlands through rewetting remains promising.","FRONTIERS IN ENVIRONMENTAL SCIENCE","<a href='https://dx.doi.org/10.3389/fenvs.2022.834371' target='_blank'>10.3389/fenvs.2022.834371</a>",,"What is the effect of rewetting drained and forested peatland on greenhouse gas emissions?",3,1,3,2,2,1,2,1,1,2,2,1,3,2,2,2,"Evidence Review"
127298,"Climate change impacts and adaptation strategies for crops in West Africa: a systematic review","Carr, TW; Mkuhlani, S; Segnon, AC; Ali, Z; Zougmore, R; Dangour, AD; Green, R; Scheelbeek, P",2022,"Agriculture in West Africa faces the challenge of meeting the rising demand for food as national incomes and populations increase while production becomes more uncertain due to climate change. Crop production models can provide helpful information on agricultural yields under a range of climate change scenarios and on the impact of adaptation strategies. Here, we report a systematic review of the impact of climate change on the yield of major staple crops in West Africa. Unlike earlier reviews we pay particular attention to the potential of common agricultural adaptation strategies (such as optimised planting dates, use of fertilisers and climate-resilient crop varieties) to mitigate the effects of climate change on crop yields. We systematically searched two databases for literature published between 2005 and 2020 and identified 35 relevant studies. We analysed yield changes of major staple crops (maize, sorghum, rice, millet, yam, cassava and groundnuts) caused by different climate change and field management scenarios. Yields declined by a median of 6% (-8% to +2% depending on the crop) due to climate change in all scenarios analysed. We show that the common adaptation strategies could increase crop yields affected by climate change by 13% (-4% to +19% depending on the strategy) as compared to business-as-usual field management practices, and that optimised planting dates and cultivars with longer crop cycle duration could in fact offset the negative effects of climate change on crop yields. Increased fertiliser use has not mitigated the impact of climate change on crops but could substantially increase yields now and in the future. Our results suggest that a combination of increased fertiliser use and adopting cropping practices that take advantage of favourable climate conditions have great potential to protect and enhance future crop production in West Africa.","ENVIRONMENTAL RESEARCH LETTERS","<a href='https://dx.doi.org/10.1088/1748-9326/ac61c8' target='_blank'>10.1088/1748-9326/ac61c8</a>",,"What is the impact of climate change adaptation strategies on major crop yields in West Africa?",3,1,3,2,2,1,2,1,1,3,2,1,3,2,2,2,"Evidence Review"
127284,"Sulfonamide antibiotics alter gaseous nitrogen emissions in the soil-plant system: A mesocosm experiment and meta-analysis","Wu, J.; Zhang, Y.; Huang, M.; Zou, Z.; Guo, S.; Wang, J.; Zou, J.",2022,"Veterinary antibiotics are widely used in many countries worldwide to treat diseases and protect the health of animals. However, the effects of sulfonamide antibiotics introduced via manure and wastewater irrigation on nitrogen (N) loss in the soil-plant system remain poorly understood. Here, we conducted a pot experiment to assess the effects of sulfamethazine (SMZ) and its degradation product (2-amino-4,6-dimethylpyrimidine, ADPD) at four concentration gradients (i.e., 0, 1, 10, 100 mg kg−1) on nitrous oxide (N2O) and ammonia (NH3) emissions, and the abundances of N-cycling functional genes and sulfonamide resistance genes. We also collated 350 observations from 62 published papers and performed a meta-analysis of antibiotic addition effects on N2O emission and soil net nitrification and denitrification. Antibiotics additions showed an inhibitory effect on N2O emissions, which accords with the trend of our meta-analysis showing a significant decrease of 32%. The decreased N2O emissions were attributed to the significant reduction in the abundances of total bacterial communities, ammonia oxidizers, and nir-type denitrifiers and to the resultant changes in soil inorganic N. N2O emissions did not differ between non-environmentally relevant concentrations for SMZ but lowered with increasing ADPD concentrations. This discrepancy can be explained by differential responses of the gene abundances of ammonia oxidizers and nirK-type denitrifiers and the development of antibiotic resistance genes in the highest concentration following antibiotic additions. Antibiotic additions increased soil NH3 volatilization but did not affect vegetable yield. Therefore, these findings provide insight into how the prevalence of antibiotics in soils could alter the N-cycling process and associated gas emissions, with implications for understanding the ecological risks of antibiotics in agriculture. © 2022 Elsevier B.V.","Science of the Total Environment","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.154230' target='_blank'>10.1016/j.scitotenv.2022.154230</a>",,"What are the effects of sulfonamide antibiotic exposure on nitrous oxide emission and soil net nitrification and denitrification from agricultural soils?",3,1,2,2,2,1,1,1,1,2,2,1,3,2,2,2,"Evidence Review"
127285,"Will climate warming of terrestrial ecosystem contribute to increase soil greenhouse gas fluxes in plot experiment? A global meta-analysis","Wang, X.; Hu, H.-B.; Zheng, X.; Deng, W.-B.; Chen, J.-Y.; Zhang, S.; Cheng, C.",2022,"One of the main manifestations of global climate change is its profound impact on the emission of greenhouse gases from terrestrial soil. Numerous field warming experiments have explored the effects of different temperature rise intensities and durations on soil greenhouse gas fluxes in the growing season of different terrestrial ecosystems. However, the results were inconsistent due to the variations in vegetation, soil, and climatic conditions in different ecosystems. In the present work, we carried meta-analysis to synthesize 99 datasets from 52 field warming experiments in growing seasons of terrestrial ecosystems to evaluate the response of soil greenhouse gas fluxes to global warming. The results showed that warming greatly stimulated soil CO2 in temperate forest and farmland by 12.64% and 25.57%, respectively, significantly increased soil N2O emissions in grassland (27.23%), farmland (44.33%), and shrubland (223.36%), and increased soil CH4 uptake by 57.81% in grasslands. However, no significant impact on the greenhouse gas fluxes in other ecosystems was observed. Generally, short-and medium-term (≤ 3 years) warming can promote soil greenhouse gas fluxes. Also, low temperature and low-medium temperature (≤ 2 °C) significantly promoted N2O emission and CH4 absorption, and medium temperature (2–4 °C) considerably assisted CO2 flux, but high temperature (&gt; 4 °C) had no significant effect on greenhouse gas flux. Our results demonstrated that soil greenhouse gas fluxes in terrestrial ecosystems during the growing season do not increase linearly with the increasing climate warming, and it is still uncertain whether there is acclimatization to long-term climate warming. © 2022 Elsevier B.V.","Science of the Total Environment","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.154114' target='_blank'>10.1016/j.scitotenv.2022.154114</a>",,"What is the impact of warming on soil greenhouse gas fluxes in a range of terrestrial habitats?",3,1,2,2,2,1,1,1,1,2,2,1,3,2,2,2,"Evidence Review"
127257,"Effect of elevated tropospheric ozone on soil carbon and nitrogen: a meta-analysis","Hu, EZ; Ren, ZM; Wang, XK; Zhang, HX; Zhang, WW",2022,"Elevated tropospheric ozone concentration ([O-3]) may substantially influence the belowground processes of the terrestrial ecosystem. Nevertheless, a comprehensive and quantitative understanding of the responses of soil C and N dynamics to elevated [O-3] remains elusive. In this study, the results of 41 peer-reviewed studies were synthesized using meta-analytic techniques, to quantify the impact of O-3 on ten variables associated with soil C and N, i.e. total C (TC, including soil organic C), total N (TN), dissolved organic C (DOC), ammonia N (NH4 (+)), nitrate N (NO3 (-)), microbial biomass C (MBC) and N (MBN), rates of nitrification (NTF) and denitrification (DNF), as well as C/N ratio. The results depicted that all these variables showed significant changes (P < 0.05) with [O-3] increased by 27.6 +/- 18.7 nl l(-1) (mean +/- SD), including decreases in TC, DOC, TN, NH4 (+), MBC, MBN and NTF, and increases in C/N, NO3 (-) and DNF. The effect sizes of TN, NTF, and DNF were significantly correlated with O-3 fumigation levels and experimental duration (P < 0.05). Soil pH and climate were essential in analyses of O-3 impacts on soil C and N. However, the responses of most variables to elevated [O-3] were generally independent of the O-3 fumigation method, terrestrial ecosystem type, and additional [CO2] exposure. The altered soil C and N dynamics under elevated [O-3] may reduce its C sink capacity, and change soil N availability and thus, impact plant growth and enhance soil N losses.","ENVIRONMENTAL RESEARCH LETTERS","<a href='https://dx.doi.org/10.1088/1748-9326/ac49b9' target='_blank'>10.1088/1748-9326/ac49b9</a>",,"What is the impact of elevated tropospheric ozone on variables associated with soil carbon and nitrogen?",3,1,2,2,2,1,2,1,1,3,3,1,3,3,2,2,"Evidence Review"
127262,"Fire frequency and type regulate the response of soil carbon cycling and storage to fire across soil depths and ecosystems: A meta-analysis","Xu, S; Eisenhauer, N; Pellegrini, AFA; Wang, JJ; Certini, G; Guerra, CA; Lai, DYF",2022,"Fire is a very common disturbance in terrestrial ecosystems and can give rise to significant effects on soil carbon (C) cycling and storage. Here, we conducted a global meta-analysis on the response of soil C cycling and storage across soil profiles (organic layer, 0-5 cm, 0-10 cm, 0-20 cm, and 20-100 cm) to fire reported in 308 studies across 383 sites and examined the role of fire frequency, fire type, soil type, ecosystem type, and post-fire time in regulating the response of soil C dynamics to fire. Overall, we found soil C cycling and storage were more responsive to one fire and wildfire as compared to frequent fire and prescribed fire, respectively. Soil respiration significantly decreased by 22 +/- 9% by one fire, but was not significantly affected by frequent fire across ecosystems. One fire significantly reduced soil C content in the organic, 0-10 cm, and 20-100 cm layers by 27 +/- 16%, 10 +/- 9%, and 33 +/- 18%, respectively, while frequent fire significantly reduced soil C content at a depth of 0-5 cm and 0-20 cm by 29 +/- 8% and 16 +/- 12%, respectively. Soil C cycling and storage showed little response to frequent prescribed fire. In addition, the response of soil C cycling and storage varied among different soil and ecosystem types, with a stronger response being observed in forest than in grassland. Within 20 years post-fire, soil C cycling and storage tended to recover only after one fire but not after frequent fire. We also found that soil physicochemical properties and microbial communities were more responsive to one fire than frequent fire, which could indirectly affect the effects of fire on soil C cycling and storage. The results of our study have filled some critical gaps in previous meta-analyses in fire ecology.","SCIENCE OF THE TOTAL ENVIRONMENT","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.153921' target='_blank'>10.1016/j.scitotenv.2022.153921</a>",,"What is the impact of fire on soil carbon cycling and storage in terrestrial ecosystems",3,1,2,2,2,1,2,2,1,2,3,1,3,2,2,2,"Evidence Review"
127271,"Effects of warming and precipitation changes on soil GHG fluxes: A meta-analysis","Yang, J.; Jia, X.; Ma, H.; Chen, X.; Liu, J.; Shangguan, Z.; Yan, W.",2022,"Increased atmospheric greenhouse gas (GHG) concentrations resulting from human activities lead to climate change, including global warming and changes of precipitation patterns worldwide, which in turn would have profound effects on soil GHG emissions. Nonetheless, the impact of the combination of warming and precipitation changes on all three major biogenic GHGs (CO2, CH4 and N2O) has not been synthesized, to build a global synthesis. In this study, we conducted a global meta-analysis concerning the effects of warming and precipitation changes and their interactions on soil GHG fluxes and explored the potential factors by synthesizing 39 published studies worldwide. Across all studies, combination of warming and increased precipitation showed more significant effect on CO2 emissions (24.0%) than the individual effect of warming (8.6%) and increased precipitation (20.8%). Additionally, warming increased N2O emissions (28.3%), and decreased precipitation reduced CO2 (−8.5%) and N2O (−7.1%) emissions, while the combination of warming and decreased precipitation also showed negative effects on CO2 (−7.6%) and N2O (−14.6%) emissions. The interactive effects of warming and precipitation changes on CO2 emissions were usually additive, whereas CO2 and N2O emissions were dominated by synergistic effects under warming and decreased precipitation. Moreover, climate, biome, duration, and season of manipulations also affected soil GHG fluxes as well. Furthermore, we also found the threshold effects of changes in soil temperature and moisture on CO2 and N2O emissions under warming and precipitation changes. The findings indicate that both warming and precipitation changes substantially affect GHG emissions and highlight the urgent need to study the effect of the combination of warming and precipitation changes on C and N cycling under ongoing climate change. © 2022 Elsevier B.V.","Science of the Total Environment","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.154351' target='_blank'>10.1016/j.scitotenv.2022.154351</a>",,"What is the impact of combined temperature and precipitation increase on soil greenhouse gas fluxes?",3,1,2,2,2,1,1,1,1,2,3,1,3,2,2,2,"Evidence Review"
127273,"Meta-analysis reveals variance in tolerance to climate change across marine trophic levels","Hu, N.; Bourdeau, P.E.; Harlos, C.; Liu, Y.; Hollander, J.",2022,"Marine ecosystems are currently facing a variety of anthropogenic perturbations, including climate change. Trophic differences in response to climate change may disrupt ecological interactions and thereby threaten marine ecosystem function. Yet, we still do not have a comprehensive understanding of how different trophic levels respond to climate change stressors in marine ecosystems. By including 1278 experiments, comprising 236 different marine species from 18 different phyla in a meta-analysis of studies measuring the direct effect of ocean acidification and ocean warming on marine organisms, we found that higher trophic level species display greater tolerance to ocean acidification but greater sensitivity to warming. In contrast, marine herbivores were the most vulnerable trophic level to both acidification and warming. Such imbalances in the community and a general reduction of biodiversity and biomass in lower trophic levels can significantly disrupt the system and could drive negative bottom-up effects. In conclusion, with ocean acidification and elevated temperatures, there is an alarming risk that trophic disparity may disrupt species interactions, and thereby drive community destabilization under ocean climate change. © 2022 Elsevier B.V.","Science of the Total Environment","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.154244' target='_blank'>10.1016/j.scitotenv.2022.154244</a>",,"What are the impacts of ocean acidification and warming on trophic levels of marine biodiversity?",2,1,2,2,2,1,1,1,1,3,3,1,3,3,2,2,"Evidence Review"
127274,"Soil carbon sequestration, greenhouse gas emissions, and water pollution under different tillage practices","Bhattacharyya, S.S.; Leite, F.F.G.D.; France, C.L.; Adekoya, A.O.; Ros, G.H.; de Vries, W.; Melchor-Martínez, E.M.; Iqbal, H.M.N.; Parra-Saldívar, R.",2022,"Tillage is a common agricultural practice and a critical component of agricultural systems that is frequently employed worldwide in croplands to reduce climatic and soil restrictions while also sustaining various ecosystem services. Tillage can affect a variety of soil-mediated processes, e.g., soil carbon sequestration (SCS) or depletion, greenhouse gas (GHG) (CO2, CH4, and N2O) emission, and water pollution. Several tillage practices are in vogue globally, and they exhibit varied impacts on these processes. Hence, there is a dire need to synthesize, collate and comprehensively present these interlinked phenomena to facilitate future researches. This study deals with the co-benefits and trade-offs produced by several tillage practices on SCS and related soil properties, GHG emissions, and water quality. We hypothesized that improved tillage practices could enable agriculture to contribute to SCS and mitigate GHG emissions and leaching of nutrients and pesticides. Based on our current understanding, we conclude that sustainable soil moisture level and soil temperature management is crucial under different tillage practices to offset leaching loss of soil stored nutrients/pesticides, GHG emissions and ensuring SCS. For instance, higher carbon dioxide (CO2) and nitrous oxide (N2O) emissions from conventional tillage (CT) and no-tillage (NT) could be attributed to the fluctuations in soil moisture and temperature regimes. In addition, NT may enhance nitrate (NO3−) leaching over CT because of improved soil structure, infiltration capacity, and greater water flux, however, suggesting that the eutrophication potential of NT is high. Our study indicates that the evaluation of the eutrophication potential of different tillage practices is still overlooked. Our study suggests that improving tillage practices in terms of mitigation of N2O emission and preventing NO3− pollution may be sustainable if nitrification inhibitors are applied. © 2022 Elsevier B.V.","Science of the Total Environment","<a href='https://dx.doi.org/10.1016/j.scitotenv.2022.154161' target='_blank'>10.1016/j.scitotenv.2022.154161</a>",,"What are the effects of various tillage practices on leaching loss of soil stored nutrients/pesticides, greenhouse gas emissions and soil carbon sequestration?",3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,"Evidence Review"
127242,"Upper environmental pCO(2) drives sensitivity to ocean acidification in marine invertebrates","Vargas, CA; Cuevas, LA; Broitman, BR; San Martin, VA; Lagos, NA; Gaitan-Espitia, JD; Dupont, S",2022,"The authors link the effects of pCO(2) on marine invertebrates to the localized pCO(2) conditions of their coastal habitats. They show that responses depend on the deviation from the locally experienced upper pCO(2) level, highlighting the importance of small-scale variability and adaptation.
 Minimizing the impact of ocean acidification requires an understanding of species responses and environmental variability of population habitats. Whereas the literature is growing rapidly, emerging results suggest unresolved species- or population-specific responses. Here we present a meta-analysis synthesizing experimental studies examining the effects of pCO(2) on biological traits in marine invertebrates. At the sampling locations of experimental animals, we determined environmental pCO(2) conditions by integrating data from global databases and pCO(2) measurements from buoys. Experimental pCO(2) scenarios were compared with upper pCO(2) using an index considering the upper environmental pCO(2). For most taxa, a statistically significant negative linear relationship was observed between this index and mean biological responses, indicating that the impact of a given experimental pCO(2) scenario depends on the deviation from the upper pCO(2) level experienced by local populations. Our results highlight the importance of local biological adaptation and the need to consider present pCO(2) natural variability while interpreting experimental results.","NATURE CLIMATE CHANGE","<a href='https://dx.doi.org/10.1038/s41558-021-01269-2' target='_blank'>10.1038/s41558-021-01269-2</a>","LIFE-HISTORY STAGES; SURFACE WATERS; CARBON-DIOXIDE; CLIMATE-CHANGE; SEA; VARIABILITY; IMPACTS; COASTAL; ADAPTATION; PH","What is the impact of variations in pCO2 linked to climate change on biological traits of marine microinvertebrates?",2,1,1,2,2,1,1,1,1,2,2,1,3,2,2,2,"Evidence Review"
127247,"Species distribution and evolutionnary history influence the responses of marine copepods to climate change: a global meta-analysis","Deevesh, A; Hemraj, DA; Gaitan-Espitia, JD; Russell, BD",2021,"Ocean acidification (OA) and ocean warming (OW) are predicted to drive changes to the distribution of species and the structure of biological communities globally. Differences in lifehistory, physical traits, and the phenotypic response of organisms will, however, mean that the effects of OA and OW will differ among species. Geographical differences in environmental characteristics across habitats will also influence the effects of OA and OW, thereby driving inter-population differences in phenotypic response as determined by local adaptations. While is it accepted that the response of species will vary globally, predicting the trends in response of species remains highly uncertain. We undertook a meta-analysis of key biological traits of 47 marine copepod species from 88 studies to identify the intrinsic and extrinsic factors influencing the effects of OA and OW on copepod population demographics. Data from OA and OW were analysed independently due to insufficient two-stressor studies. We found that the large disparity in the response of species to OA and OW is largely defined by their environmental history. Additionally, the response of copepod species to OW is related to their evolutionary history which has less influence on their response to OA. Therefore, our study identified that the response of copepods to OA is driven by a combination of biotic and abiotic factors in their habitats. Under OA alone, copepods from less variable environments may be more susceptible, but the effects of OA will only be strongly negative at extreme low pH (<7). On the other hand, the response to OW is deeply tied to their phylogeny, whereby closely related species share similar costs and trade-offs. However, the effects of near-future OW (+2 to 4 degrees C) seem mainly positive unless these temperatures exceed a species' thermal limit. Finally, our analysis revealed that OW has a greater influence on key copepod traits than OA. Overall, this study shows that attempting to draw global patterns in the response of species to climate change from a single species or habitat without consideration of environmental and evolutionary history could lead to inaccurate and misleading predictions with respect to the future of biological communities.","OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 59","<a href='https://dx.doi.org/10.1201/9781003138846' target='_blank'>10.1201/9781003138846</a>",,"What is the impact of ocean acidification and warming on copepod ecology?",3,1,3,3,2,1,2,1,1,2,2,1,3,2,2,2,"Evidence Review"
127248,"Meta-analysis reveals an extreme “decline effect” in the impacts of ocean acidification on fish behavior","Clements, J.C.; Sundin, J.; Clark, T.D.; Jutfelt, F.",2022,"Ocean acidification-decreasing oceanic pH resulting from the uptake of excess atmospheric CO2-has the potential to affect marine life in the future. Among the possible consequences, a series of studies on coral reef fish suggested that the direct effects of acidification on fish behavior may be extreme and have broad ecological ramifications. Recent studies documenting a lack of effect of experimental ocean acidification on fish behavior, however, call this prediction into question. Indeed, the phenomenon of decreasing effect sizes over time is not uncommon and is typically referred to as the “decline effect.” Here, we explore the consistency and robustness of scientific evidence over the past decade regarding direct effects of ocean acidification on fish behavior. Using a systematic review and meta-analysis of 91 studies empirically testing effects of ocean acidification on fish behavior, we provide quantitative evidence that the research to date on this topic is characterized by a decline effect, where large effects in initial studies have all but disappeared in subsequent studies over a decade. The decline effect in this field cannot be explained by 3 likely biological explanations, including increasing proportions of studies examining (1) cold-water species; (2) nonolfactory-associated behaviors; and (3) nonlarval life stages. Furthermore, the vast majority of studies with large effect sizes in this field tend to be characterized by low sample sizes, yet are published in high-impact journals and have a disproportionate influence on the field in terms of citations. We contend that ocean acidification has a negligible direct impact on fish behavior, and we advocate for improved approaches to minimize the potential for a decline effect in future avenues of research. Copyright: © 2022 Clements et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","PLoS Biology","<a href='https://dx.doi.org/10.1371/journal.pbio.3001511' target='_blank'>10.1371/journal.pbio.3001511</a>",,"What is the effect of ocean acidification on fish behavior?",3,1,2,2,2,1,3,1,1,3,3,2,3,3,2,2,"Evidence Review"
127253,"Historical Trends and Projections of Snow Cover over the High Arctic: A Review","Mohammadzadeh Khani, H.; Kinnard, C.; Lévesque, E.",2022,"Snow is the dominant form of precipitation and the main cryospheric feature of the High Arctic (HA) covering its land, sea, lake and river ice surfaces for a large part of the year. The snow cover in the HA is involved in climate feedbacks that influence the global climate system, and greatly impacts the hydrology and the ecosystems of the coldest biomes of the Northern Hemi-sphere. The ongoing global warming trend and its polar amplification is threatening the long-term stability of the snow cover in the HA. This study presents an extensive review of the literature on observed and projected snow cover conditions in the High Arctic region. Several key snow cover metrics were reviewed, including snowfall, snow cover duration (SCD), snow cover extent (SCE), snow depth (SD), and snow water equivalent (SWE) since 1930 based on in situ, remote sensing and simulations results. Changes in snow metrics were reviewed and outlined from the continental to the local scale. The reviewed snow metrics displayed different sensitivities to past and projected changes in precipitation and air temperature. Despite the overall increase in snowfall, both observed from historical data and projected into the future, some snow cover metrics displayed consistent decreasing trends, with SCE and SCD showing the most widespread and steady decreases over the last century in the HA, particularly in the spring and summer seasons. However, snow depth and, in some regions SWE, have mostly increased; nevertheless, both SD and SWE are projected to decrease by 2030. By the end of the century, the extent of Arctic spring snow cover will be considerably less than today (10–35%). Model simulations project higher winter snowfall, higher or lower maximum snow depth depending on regions, and a shortened snow season by the end of the century. The spatial pattern of snow metrics trends for both historical and projected climates exhibit notice-able asymmetry among the different HA sectors, with the largest observed and anticipated changes occurring over the Canadian HA. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Water (Switzerland)","<a href='https://dx.doi.org/10.3390/w14040587' target='_blank'>10.3390/w14040587</a>",,"What is the effect of climate change on the magnitude and seasonality of snow cover in the High Arctic?",2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,"Evidence Review"
127222,"Role of Organic and Conservation Agriculture in Ammonia Emissions and Crop Productivity in China","Xu, P.; Li, G.; Houlton, B.Z.; Ma, L.; Ai, D.; Zhu, L.; Luan, B.; Zhai, S.; Hu, S.; Chen, A.; Zheng, Y.",2022,"There is an increasing food demand with growing population and limited land for agriculture. Conventional agriculture with nitrogen (N) fertilizer applications, however, is a key source of ammonia (NH3) emissions that cause severe haze pollution and impair human health. Organic and conservation agricultural (OCA) practices are thereby recommended to address these dual challenges; however, whether OCA provides cobenefits for both air quality and crop productivity is controversial. Here, we perform a meta-analysis and machine learning algorithm with data from China, a global hotspot for agricultural NH3 emissions, to quantify the effects of OCA on NH3 emissions, crop yields and nitrogen use efficiency (NUE). We find that the effects of OCA depend on soil and climate conditions, and the 40-60% substitution of synthetic fertilizers with livestock manure achieves the maximum cobenefits of enhanced crop production and reduced NH3 emissions. Model forecasts further suggest that the appropriate application of livestock manure, straw return, and no-till could increase grain production up to 59.7 million metric tons (100% of straw return) and reduce maximum US$2.7 billion (60% substitution with livestock manure) in damage costs to human health from NH3 emissions by 2030. Our findings provide data-driven pathways and options for achieving multiple sustainable development goals and improving food systems and air quality in China. © 2022 American Chemical Society","Environmental Science and Technology","<a href='https://dx.doi.org/10.1021/acs.est.1c07518' target='_blank'>10.1021/acs.est.1c07518</a>",,"What is the impact of organic conservation agriculture on ammonia emissions, crop yields and nitrogen use efficiency in China?",3,1,2,2,2,1,2,1,1,3,2,1,3,2,2,1,"Evidence Review"
